YYYYMM,Value,Description
198005,Not Available,West Bengal
198006,Not Available,West Bengal
198007,Not Available,West Bengal
198008,Not Available,West Bengal
198009,Not Available,West Bengal
198010,Not Available,West Bengal
198011,Not Available,West Bengal
198012,Not Available,West Bengal
198013,Not Available,West Bengal
198101,Not Available,West Bengal
198102,Not Available,West Bengal
198103,Not Available,West Bengal
198104,Not Available,West Bengal
198105,Not Available,West Bengal
198106,Not Available,West Bengal
198107,Not Available,West Bengal
198108,Not Available,West Bengal
198109,Not Available,West Bengal
198110,Not Available,West Bengal
198111,Not Available,West Bengal
198112,Not Available,West Bengal
198113,Not Available,West Bengal
198201,Not Available,West Bengal
198202,Not Available,West Bengal
198203,Not Available,West Bengal
198204,Not Available,West Bengal
198205,Not Available,West Bengal
198206,Not Available,West Bengal
198207,Not Available,West Bengal
198208,Not Available,West Bengal
198209,Not Available,West Bengal
198210,Not Available,West Bengal
198211,Not Available,West Bengal
198212,Not Available,West Bengal
198213,Not Available,West Bengal
198301,Not Available,West Bengal
198302,Not Available,West Bengal
198303,Not Available,West Bengal
198304,Not Available,West Bengal
198305,Not Available,West Bengal
198306,Not Available,West Bengal
198307,Not Available,West Bengal
198308,Not Available,West Bengal
198309,Not Available,West Bengal
198310,Not Available,West Bengal
198311,Not Available,West Bengal
198312,Not Available,West Bengal
198313,Not Available,West Bengal
198401,Not Available,West Bengal
198402,Not Available,West Bengal
198403,Not Available,West Bengal
198404,Not Available,West Bengal
198405,Not Available,West Bengal
198406,Not Available,West Bengal
198407,Not Available,West Bengal
198408,Not Available,West Bengal
198409,Not Available,West Bengal
198410,Not Available,West Bengal
198411,Not Available,West Bengal
198412,Not Available,West Bengal
198413,Not Available,West Bengal
198501,Not Available,West Bengal
198502,Not Available,West Bengal
198503,Not Available,West Bengal
198504,Not Available,West Bengal
198505,Not Available,West Bengal
198506,Not Available,West Bengal
198507,Not Available,West Bengal
198508,Not Available,West Bengal
198509,Not Available,West Bengal
198510,Not Available,West Bengal
198511,Not Available,West Bengal
198512,Not Available,West Bengal
198513,Not Available,West Bengal
198601,Not Available,West Bengal
198602,Not Available,West Bengal
198603,Not Available,West Bengal
198604,Not Available,West Bengal
198605,Not Available,West Bengal
198606,Not Available,West Bengal
198607,Not Available,West Bengal
198608,Not Available,West Bengal
198609,Not Available,West Bengal
198610,Not Available,West Bengal
198611,Not Available,West Bengal
198612,Not Available,West Bengal
198613,Not Available,West Bengal
198701,Not Available,West Bengal
198702,Not Available,West Bengal
198703,Not Available,West Bengal
198704,Not Available,West Bengal
198705,Not Available,West Bengal
198706,Not Available,West Bengal
198707,Not Available,West Bengal
198708,Not Available,West Bengal
198709,Not Available,West Bengal
198710,Not Available,West Bengal
198711,Not Available,West Bengal
198712,Not Available,West Bengal
198713,Not Available,West Bengal
198801,Not Available,West Bengal
198802,Not Available,West Bengal
198803,Not Available,West Bengal
198804,Not Available,West Bengal
198805,Not Available,West Bengal
198806,Not Available,West Bengal
198807,Not Available,West Bengal
198808,Not Available,West Bengal
198809,Not Available,West Bengal
198810,Not Available,West Bengal
198811,Not Available,West Bengal
198812,Not Available,West Bengal
198813,Not Available,West Bengal
198901,0.371,West Bengal
198902,0.335,West Bengal
198903,0.371,West Bengal
198904,0.359,West Bengal
198905,0.371,West Bengal
198906,0.359,West Bengal
198907,0.371,West Bengal
198908,0.371,West Bengal
198909,0.359,West Bengal
198910,0.371,West Bengal
198911,0.359,West Bengal
198912,0.371,West Bengal
198913,4.366,West Bengal
199001,0.492,West Bengal
199002,0.445,West Bengal
199003,0.492,West Bengal
199004,0.476,West Bengal
199005,0.492,West Bengal
199006,0.476,West Bengal
199007,0.492,West Bengal
199008,0.492,West Bengal
199009,0.476,West Bengal
199010,0.492,West Bengal
199011,0.476,West Bengal
199012,0.492,West Bengal
199013,5.795,West Bengal
199101,0.612,West Bengal
199102,0.553,West Bengal
199103,0.612,West Bengal
199104,0.592,West Bengal
199105,0.612,West Bengal
199106,0.592,West Bengal
199107,0.612,West Bengal
199108,0.612,West Bengal
199109,0.592,West Bengal
199110,0.612,West Bengal
199111,0.592,West Bengal
199112,0.612,West Bengal
199113,7.207,West Bengal
199201,0.718,West Bengal
199202,0.672,West Bengal
199203,0.718,West Bengal
199204,0.695,West Bengal
199205,0.718,West Bengal
199206,0.695,West Bengal
199207,0.718,West Bengal
199208,0.718,West Bengal
199209,0.695,West Bengal
199210,0.718,West Bengal
199211,0.695,West Bengal
199212,0.718,West Bengal
199213,8.476,West Bengal
199301,0.73,West Bengal
199302,0.659,West Bengal
199303,0.73,West Bengal
199304,0.706,West Bengal
199305,0.73,West Bengal
199306,0.706,West Bengal
199307,0.73,West Bengal
199308,0.73,West Bengal
199309,0.706,West Bengal
199310,0.73,West Bengal
199311,0.706,West Bengal
199312,0.73,West Bengal
199313,8.592,West Bengal
199401,0.792,West Bengal
199402,0.715,West Bengal
199403,0.792,West Bengal
199404,0.766,West Bengal
199405,0.792,West Bengal
199406,0.766,West Bengal
199407,0.792,West Bengal
199408,0.792,West Bengal
199409,0.766,West Bengal
199410,0.792,West Bengal
199411,0.766,West Bengal
199412,0.792,West Bengal
199413,9.323,West Bengal
199501,0.85,West Bengal
199502,0.768,West Bengal
199503,0.85,West Bengal
199504,0.823,West Bengal
199505,0.85,West Bengal
199506,0.823,West Bengal
199507,0.85,West Bengal
199508,0.85,West Bengal
199509,0.823,West Bengal
199510,0.85,West Bengal
199511,0.823,West Bengal
199512,0.85,West Bengal
199513,10.008,West Bengal
199601,0.841,West Bengal
199602,0.787,West Bengal
199603,0.841,West Bengal
199604,0.814,West Bengal
199605,0.841,West Bengal
199606,0.814,West Bengal
199607,0.841,West Bengal
199608,0.841,West Bengal
199609,0.814,West Bengal
199610,0.841,West Bengal
199611,0.814,West Bengal
199612,0.841,West Bengal
199613,9.926,West Bengal
199701,0.877,West Bengal
199702,0.792,West Bengal
199703,0.877,West Bengal
199704,0.849,West Bengal
199705,0.877,West Bengal
199706,0.849,West Bengal
199707,0.877,West Bengal
199708,0.877,West Bengal
199709,0.849,West Bengal
199710,0.877,West Bengal
199711,0.849,West Bengal
199712,0.877,West Bengal
199713,10.33,West Bengal
199801,0.863,West Bengal
199802,0.78,West Bengal
199803,0.863,West Bengal
199804,0.835,West Bengal
199805,0.863,West Bengal
199806,0.835,West Bengal
199807,0.863,West Bengal
199808,0.863,West Bengal
199809,0.835,West Bengal
199810,0.863,West Bengal
199811,0.835,West Bengal
199812,0.863,West Bengal
199813,10.164,West Bengal
199901,0.872,West Bengal
199902,0.788,West Bengal
199903,0.872,West Bengal
199904,0.844,West Bengal
199905,0.872,West Bengal
199906,0.844,West Bengal
199907,0.872,West Bengal
199908,0.872,West Bengal
199909,0.844,West Bengal
199910,0.872,West Bengal
199911,0.844,West Bengal
199912,0.872,West Bengal
199913,10.267,West Bengal
200001,0.859,West Bengal
200002,0.804,West Bengal
200003,0.859,West Bengal
200004,0.831,West Bengal
200005,0.859,West Bengal
200006,0.831,West Bengal
200007,0.859,West Bengal
200008,0.859,West Bengal
200009,0.831,West Bengal
200010,0.859,West Bengal
200011,0.831,West Bengal
200012,0.859,West Bengal
200013,10.144,West Bengal
200101,0.925,West Bengal
200102,0.836,West Bengal
200103,0.925,West Bengal
200104,0.896,West Bengal
200105,0.925,West Bengal
200106,0.896,West Bengal
200107,0.925,West Bengal
200108,0.925,West Bengal
200109,0.896,West Bengal
200110,0.925,West Bengal
200111,0.896,West Bengal
200112,0.925,West Bengal
200113,10.896,West Bengal
200201,1.083,West Bengal
200202,0.978,West Bengal
200203,1.083,West Bengal
200204,1.048,West Bengal
200205,1.083,West Bengal
200206,1.048,West Bengal
200207,1.083,West Bengal
200208,1.083,West Bengal
200209,1.048,West Bengal
200210,1.083,West Bengal
200211,1.048,West Bengal
200212,1.083,West Bengal
200213,12.749,West Bengal
200301,0.972,West Bengal
200302,0.878,West Bengal
200303,0.972,West Bengal
200304,0.941,West Bengal
200305,0.972,West Bengal
200306,0.941,West Bengal
200307,0.972,West Bengal
200308,0.972,West Bengal
200309,0.941,West Bengal
200310,0.972,West Bengal
200311,0.941,West Bengal
200312,0.972,West Bengal
200313,11.443,West Bengal
200401,0.946,West Bengal
200402,0.885,West Bengal
200403,0.946,West Bengal
200404,0.915,West Bengal
200405,0.946,West Bengal
200406,0.915,West Bengal
200407,0.946,West Bengal
200408,0.946,West Bengal
200409,0.915,West Bengal
200410,0.946,West Bengal
200411,0.915,West Bengal
200412,0.946,West Bengal
200413,11.165,West Bengal
200501,0.955,West Bengal
200502,0.863,West Bengal
200503,0.955,West Bengal
200504,0.924,West Bengal
200505,0.955,West Bengal
200506,0.924,West Bengal
200507,0.955,West Bengal
200508,0.955,West Bengal
200509,0.924,West Bengal
200510,0.955,West Bengal
200511,0.924,West Bengal
200512,0.955,West Bengal
200513,11.248,West Bengal
200601,0.979,West Bengal
200602,0.884,West Bengal
200603,0.979,West Bengal
200604,0.948,West Bengal
200605,0.979,West Bengal
200606,0.948,West Bengal
200607,0.979,West Bengal
200608,0.979,West Bengal
200609,0.948,West Bengal
200610,0.979,West Bengal
200611,0.948,West Bengal
200612,0.979,West Bengal
200613,11.529,West Bengal
200701,0.959,West Bengal
200702,0.866,West Bengal
200703,0.959,West Bengal
200704,0.928,West Bengal
200705,0.959,West Bengal
200706,0.928,West Bengal
200707,0.959,West Bengal
200708,0.959,West Bengal
200709,0.928,West Bengal
200710,0.959,West Bengal
200711,0.928,West Bengal
200712,0.959,West Bengal
200713,11.293,West Bengal
200801,0.984,West Bengal
200802,0.92,West Bengal
200803,0.984,West Bengal
200804,0.952,West Bengal
200805,0.984,West Bengal
200806,0.952,West Bengal
200807,0.984,West Bengal
200808,0.984,West Bengal
200809,0.952,West Bengal
200810,0.984,West Bengal
200811,0.952,West Bengal
200812,0.984,West Bengal
200813,11.614,West Bengal
200901,0.955,West Bengal
200902,0.863,West Bengal
200903,0.955,West Bengal
200904,0.924,West Bengal
200905,0.955,West Bengal
200906,0.924,West Bengal
200907,0.955,West Bengal
200908,0.955,West Bengal
200909,0.924,West Bengal
200910,0.955,West Bengal
200911,0.924,West Bengal
200912,0.955,West Bengal
200913,11.245,West Bengal
201001,0.935,West Bengal
201002,0.845,West Bengal
201003,0.935,West Bengal
201004,0.905,West Bengal
201005,0.935,West Bengal
201006,0.905,West Bengal
201007,0.935,West Bengal
201008,0.935,West Bengal
201009,0.905,West Bengal
201010,0.935,West Bengal
201011,0.905,West Bengal
201012,0.935,West Bengal
201013,11.011,West Bengal
201101,0.962,West Bengal
201102,0.869,West Bengal
201103,0.962,West Bengal
201104,0.931,West Bengal
201105,0.962,West Bengal
201106,0.931,West Bengal
201107,0.962,West Bengal
201108,0.962,West Bengal
201109,0.931,West Bengal
201110,0.962,West Bengal
201111,0.931,West Bengal
201112,0.962,West Bengal
201113,11.328,West Bengal
201201,0.969,West Bengal
201202,0.906,West Bengal
201203,0.969,West Bengal
201204,0.937,West Bengal
201205,0.969,West Bengal
201206,0.937,West Bengal
201207,0.969,West Bengal
201208,0.969,West Bengal
201209,0.937,West Bengal
201210,0.969,West Bengal
201211,0.937,West Bengal
201212,0.969,West Bengal
201213,11.437,West Bengal
201301,0.941,West Bengal
201302,0.85,West Bengal
201303,0.941,West Bengal
201304,0.91,West Bengal
201305,0.941,West Bengal
201306,0.91,West Bengal
201307,0.941,West Bengal
201308,0.941,West Bengal
201309,0.91,West Bengal
201310,0.941,West Bengal
201311,0.91,West Bengal
201312,0.941,West Bengal
201313,11.074,West Bengal
201401,0.945,West Bengal
201402,0.854,West Bengal
201403,0.945,West Bengal
201404,0.915,West Bengal
201405,0.945,West Bengal
201406,0.915,West Bengal
201407,0.945,West Bengal
201408,0.945,West Bengal
201409,0.915,West Bengal
201410,0.945,West Bengal
201411,0.915,West Bengal
201412,0.945,West Bengal
201413,11.132,West Bengal
201501,0.945,West Bengal
201502,0.854,West Bengal
201503,0.945,West Bengal
201504,0.915,West Bengal
201505,0.945,West Bengal
201506,0.915,West Bengal
201507,0.945,West Bengal
201508,0.945,West Bengal
201509,0.915,West Bengal
201510,0.945,West Bengal
201511,0.915,West Bengal
201512,0.945,West Bengal
201513,11.132,West Bengal
201601,0.943,West Bengal
201602,0.882,West Bengal
201603,0.943,West Bengal
201604,0.912,West Bengal
201605,0.943,West Bengal
201606,0.912,West Bengal
201607,0.943,West Bengal
197301,111.621,Arunachal Praesh
197302,99.185,Arunachal Praesh
197303,99.112,Arunachal Praesh
197304,93.183,Arunachal Praesh
197305,98.012,Arunachal Praesh
197306,109.66,Arunachal Praesh
197307,120.935,Arunachal Praesh
197308,125.189,Arunachal Praesh
197309,111.452,Arunachal Praesh
197310,109.291,Arunachal Praesh
197311,103.624,Arunachal Praesh
197312,105.089,Arunachal Praesh
197313,1286.352,Arunachal Praesh
197401,105.53,Arunachal Praesh
197402,93.928,Arunachal Praesh
197403,97.857,Arunachal Praesh
197404,92.293,Arunachal Praesh
197405,101.357,Arunachal Praesh
197406,103.819,Arunachal Praesh
197407,120.201,Arunachal Praesh
197408,117.328,Arunachal Praesh
197409,102.157,Arunachal Praesh
197410,104.099,Arunachal Praesh
197411,102.631,Arunachal Praesh
197412,109.443,Arunachal Praesh
197413,1250.643,Arunachal Praesh
197501,110.308,Arunachal Praesh
197502,96.731,Arunachal Praesh
197503,97.85,Arunachal Praesh
197504,91.834,Arunachal Praesh
197505,95.107,Arunachal Praesh
197506,104.646,Arunachal Praesh
197507,115.641,Arunachal Praesh
197508,120.746,Arunachal Praesh
197509,101.583,Arunachal Praesh
197510,100.361,Arunachal Praesh
197511,98.508,Arunachal Praesh
197512,110.499,Arunachal Praesh
197513,1243.815,Arunachal Praesh
197601,119.925,Arunachal Praesh
197602,103.073,Arunachal Praesh
197603,107.043,Arunachal Praesh
197604,100.797,Arunachal Praesh
197605,102.075,Arunachal Praesh
197606,112.321,Arunachal Praesh
197607,122.425,Arunachal Praesh
197608,123.946,Arunachal Praesh
197609,109.001,Arunachal Praesh
197610,109.026,Arunachal Praesh
197611,116.306,Arunachal Praesh
197612,125.248,Arunachal Praesh
197613,1351.184,Arunachal Praesh
197701,135.347,Arunachal Praesh
197702,111.845,Arunachal Praesh
197703,111.699,Arunachal Praesh
197704,102.71,Arunachal Praesh
197705,112.931,Arunachal Praesh
197706,122.668,Arunachal Praesh
197707,139.982,Arunachal Praesh
197708,135.926,Arunachal Praesh
197709,121.229,Arunachal Praesh
197710,112.595,Arunachal Praesh
197711,112.038,Arunachal Praesh
197712,123.157,Arunachal Praesh
197713,1442.126,Arunachal Praesh
197801,131.65,Arunachal Praesh
197802,116.041,Arunachal Praesh
197803,112.178,Arunachal Praesh
197804,102.578,Arunachal Praesh
197805,109.503,Arunachal Praesh
197806,121.781,Arunachal Praesh
197807,133.041,Arunachal Praesh
197808,138.189,Arunachal Praesh
197809,124.201,Arunachal Praesh
197810,115.699,Arunachal Praesh
197811,114.853,Arunachal Praesh
197812,127.944,Arunachal Praesh
197813,1447.657,Arunachal Praesh
197901,140.07,Arunachal Praesh
197902,124.162,Arunachal Praesh
197903,116.862,Arunachal Praesh
197904,109.913,Arunachal Praesh
197905,116.843,Arunachal Praesh
197906,126.24,Arunachal Praesh
197907,138.705,Arunachal Praesh
197908,139.994,Arunachal Praesh
197909,122.045,Arunachal Praesh
197910,120.909,Arunachal Praesh
197911,120.045,Arunachal Praesh
197912,129.459,Arunachal Praesh
197913,1505.248,Arunachal Praesh
198001,136.831,Arunachal Praesh
198002,129.981,Arunachal Praesh
198003,125.79,Arunachal Praesh
198004,108.785,Arunachal Praesh
198005,111.839,Arunachal Praesh
198006,124.923,Arunachal Praesh
198007,149.631,Arunachal Praesh
198008,149.303,Arunachal Praesh
198009,130.186,Arunachal Praesh
198010,119.708,Arunachal Praesh
198011,121.897,Arunachal Praesh
198012,134.835,Arunachal Praesh
198013,1543.716,Arunachal Praesh
198101,142.342,Arunachal Praesh
198102,121.677,Arunachal Praesh
198103,125.022,Arunachal Praesh
198104,114.698,Arunachal Praesh
198105,118.463,Arunachal Praesh
198106,135.654,Arunachal Praesh
198107,150.184,Arunachal Praesh
198108,142.343,Arunachal Praesh
198109,126.522,Arunachal Praesh
198110,124.385,Arunachal Praesh
198111,118.495,Arunachal Praesh
198112,131.351,Arunachal Praesh
198113,1551.165,Arunachal Praesh
198201,143.436,Arunachal Praesh
198202,121.997,Arunachal Praesh
198203,120.043,Arunachal Praesh
198204,109.395,Arunachal Praesh
198205,113.232,Arunachal Praesh
198206,119.198,Arunachal Praesh
198207,140.505,Arunachal Praesh
198208,138.703,Arunachal Praesh
198209,120.982,Arunachal Praesh
198210,115.448,Arunachal Praesh
198211,115.37,Arunachal Praesh
198212,122.481,Arunachal Praesh
198213,1480.798,Arunachal Praesh
198301,128.058,Arunachal Praesh
198302,111.051,Arunachal Praesh
198303,115.299,Arunachal Praesh
198304,106.222,Arunachal Praesh
198305,110.188,Arunachal Praesh
198306,122.772,Arunachal Praesh
198307,149.242,Arunachal Praesh
198308,158.134,Arunachal Praesh
198309,133.465,Arunachal Praesh
198310,122.629,Arunachal Praesh
198311,121.029,Arunachal Praesh
198312,142.614,Arunachal Praesh
198313,1520.759,Arunachal Praesh
198401,144.431,Arunachal Praesh
198402,122.331,Arunachal Praesh
198403,128.451,Arunachal Praesh
198404,112.697,Arunachal Praesh
198405,119.727,Arunachal Praesh
198406,138.707,Arunachal Praesh
198407,147.482,Arunachal Praesh
198408,155.571,Arunachal Praesh
198409,129.556,Arunachal Praesh
198410,129.916,Arunachal Praesh
198411,128.686,Arunachal Praesh
198412,130.739,Arunachal Praesh
198413,1588.338,Arunachal Praesh
198501,148.124,Arunachal Praesh
198502,128.382,Arunachal Praesh
198503,125.403,Arunachal Praesh
198504,118.263,Arunachal Praesh
198505,126.391,Arunachal Praesh
198506,135.44,Arunachal Praesh
198507,152.033,Arunachal Praesh
198508,152.032,Arunachal Praesh
198509,133.327,Arunachal Praesh
198510,128.379,Arunachal Praesh
198511,125.524,Arunachal Praesh
198512,145.847,Arunachal Praesh
198513,1619.313,Arunachal Praesh
198601,146.238,Arunachal Praesh
198602,125.584,Arunachal Praesh
198603,124.488,Arunachal Praesh
198604,113.796,Arunachal Praesh
198605,123.183,Arunachal Praesh
198606,140.521,Arunachal Praesh
198607,164.772,Arunachal Praesh
198608,150.086,Arunachal Praesh
198609,134.476,Arunachal Praesh
198610,127.245,Arunachal Praesh
198611,126.28,Arunachal Praesh
198612,136.58,Arunachal Praesh
198613,1613.31,Arunachal Praesh
198701,144.198,Arunachal Praesh
198702,124.139,Arunachal Praesh
198703,127.409,Arunachal Praesh
198704,120.062,Arunachal Praesh
198705,132.209,Arunachal Praesh
198706,150.415,Arunachal Praesh
198707,168.404,Arunachal Praesh
198708,167.12,Arunachal Praesh
198709,138.786,Arunachal Praesh
198710,132.175,Arunachal Praesh
198711,131.077,Arunachal Praesh
198712,144.196,Arunachal Praesh
198713,1680.237,Arunachal Praesh
198801,155.897,Arunachal Praesh
198802,139.659,Arunachal Praesh
198803,134.642,Arunachal Praesh
198804,123.508,Arunachal Praesh
198805,130.193,Arunachal Praesh
198806,151.977,Arunachal Praesh
198807,170.606,Arunachal Praesh
198808,180.115,Arunachal Praesh
198809,141.918,Arunachal Praesh
198810,137.857,Arunachal Praesh
198811,136.908,Arunachal Praesh
198812,154.24,Arunachal Praesh
198813,1757.531,Arunachal Praesh
198901,154.279,Arunachal Praesh
198902,149.815,Arunachal Praesh
198903,149.811,Arunachal Praesh
198904,135.413,Arunachal Praesh
198905,139.943,Arunachal Praesh
198906,152.763,Arunachal Praesh
198907,168.227,Arunachal Praesh
198908,168.106,Arunachal Praesh
198909,149.789,Arunachal Praesh
198910,142.713,Arunachal Praesh
198911,142.253,Arunachal Praesh
198912,172.45,Arunachal Praesh
198913,1825.6,Arunachal Praesh
199001,152.617,Arunachal Praesh
199002,133.194,Arunachal Praesh
199003,142.714,Arunachal Praesh
199004,137.7,Arunachal Praesh
199005,142.64,Arunachal Praesh
199006,161.339,Arunachal Praesh
199007,175.357,Arunachal Praesh
199008,177.864,Arunachal Praesh
199009,160.495,Arunachal Praesh
199010,151.825,Arunachal Praesh
199011,139.711,Arunachal Praesh
199012,155.545,Arunachal Praesh
199013,1831.049,Arunachal Praesh
199101,162.891,Arunachal Praesh
199102,134.881,Arunachal Praesh
199103,139.285,Arunachal Praesh
199104,132.445,Arunachal Praesh
199105,148.637,Arunachal Praesh
199106,158.642,Arunachal Praesh
199107,175.298,Arunachal Praesh
199108,175.643,Arunachal Praesh
199109,153.936,Arunachal Praesh
199110,147.112,Arunachal Praesh
199111,148.006,Arunachal Praesh
199112,152.78,Arunachal Praesh
199113,1829.607,Arunachal Praesh
199201,158.386,Arunachal Praesh
199202,140.479,Arunachal Praesh
199203,148.551,Arunachal Praesh
199204,140.197,Arunachal Praesh
199205,143.24,Arunachal Praesh
199206,154.249,Arunachal Praesh
199207,179.331,Arunachal Praesh
199208,169.657,Arunachal Praesh
199209,158.052,Arunachal Praesh
199210,147.602,Arunachal Praesh
199211,145.608,Arunachal Praesh
199212,158.07,Arunachal Praesh
199213,1843.45,Arunachal Praesh
199301,158.102,Arunachal Praesh
199302,146.415,Arunachal Praesh
199303,156.583,Arunachal Praesh
199304,137.272,Arunachal Praesh
199305,137.797,Arunachal Praesh
199306,162.339,Arunachal Praesh
199307,192.348,Arunachal Praesh
199308,192.755,Arunachal Praesh
199309,161.038,Arunachal Praesh
199310,154.377,Arunachal Praesh
199311,153.94,Arunachal Praesh
199312,166.119,Arunachal Praesh
199313,1919.112,Arunachal Praesh
199401,179.406,Arunachal Praesh
199402,151.48,Arunachal Praesh
199403,153.927,Arunachal Praesh
199404,142.622,Arunachal Praesh
199405,148.932,Arunachal Praesh
199406,179.032,Arunachal Praesh
199407,188.384,Arunachal Praesh
199408,185.229,Arunachal Praesh
199409,159.637,Arunachal Praesh
199410,153.001,Arunachal Praesh
199411,145.415,Arunachal Praesh
199412,156.78,Arunachal Praesh
199413,1943.879,Arunachal Praesh
199501,162.453,Arunachal Praesh
199502,147.307,Arunachal Praesh
199503,148.955,Arunachal Praesh
199504,138.883,Arunachal Praesh
199505,149.16,Arunachal Praesh
199506,165.528,Arunachal Praesh
199507,196.531,Arunachal Praesh
199508,210.223,Arunachal Praesh
199509,165.644,Arunachal Praesh
199510,154.565,Arunachal Praesh
199511,153.476,Arunachal Praesh
199512,167.31,Arunachal Praesh
199513,1960.05,Arunachal Praesh
199601,174.947,Arunachal Praesh
199602,157.353,Arunachal Praesh
199603,156.669,Arunachal Praesh
199604,141.669,Arunachal Praesh
199605,159.645,Arunachal Praesh
199606,175.905,Arunachal Praesh
199607,195.976,Arunachal Praesh
199608,197.588,Arunachal Praesh
199609,171.205,Arunachal Praesh
199610,164.762,Arunachal Praesh
199611,165.142,Arunachal Praesh
199612,172.376,Arunachal Praesh
199613,2033.261,Arunachal Praesh
199701,180.85,Arunachal Praesh
199702,151.344,Arunachal Praesh
199703,157.196,Arunachal Praesh
199704,149.415,Arunachal Praesh
199705,159.138,Arunachal Praesh
199706,177.229,Arunachal Praesh
199707,210.528,Arunachal Praesh
199708,202.108,Arunachal Praesh
199709,185.167,Arunachal Praesh
199710,177.949,Arunachal Praesh
199711,167.052,Arunachal Praesh
199712,183.408,Arunachal Praesh
199713,2101.401,Arunachal Praesh
199801,179.875,Arunachal Praesh
199802,155.243,Arunachal Praesh
199803,167.968,Arunachal Praesh
199804,155.322,Arunachal Praesh
199805,178.251,Arunachal Praesh
199806,199.776,Arunachal Praesh
199807,223.044,Arunachal Praesh
199808,222.919,Arunachal Praesh
199809,196.591,Arunachal Praesh
199810,174.025,Arunachal Praesh
199811,160.832,Arunachal Praesh
199812,177.925,Arunachal Praesh
199813,2191.79,Arunachal Praesh
199901,187.602,Arunachal Praesh
199902,159.889,Arunachal Praesh
199903,172.242,Arunachal Praesh
199904,167.411,Arunachal Praesh
199905,176.479,Arunachal Praesh
199906,194.32,Arunachal Praesh
199907,229.734,Arunachal Praesh
199908,221.702,Arunachal Praesh
199909,185.95,Arunachal Praesh
199910,174.089,Arunachal Praesh
199911,161.286,Arunachal Praesh
199912,173.688,Arunachal Praesh
199913,2204.426,Arunachal Praesh
200001,198.161,Arunachal Praesh
200002,176.637,Arunachal Praesh
200003,176.405,Arunachal Praesh
200004,162.198,Arunachal Praesh
200005,187.91,Arunachal Praesh
200006,204.228,Arunachal Praesh
200007,216.648,Arunachal Praesh
200008,229.031,Arunachal Praesh
200009,194.893,Arunachal Praesh
200010,184.188,Arunachal Praesh
200011,178.708,Arunachal Praesh
200012,201.162,Arunachal Praesh
200013,2310.2,Arunachal Praesh
200101,205.754,Arunachal Praesh
200102,172.46,Arunachal Praesh
200103,181.215,Arunachal Praesh
200104,167.18,Arunachal Praesh
200105,181.693,Arunachal Praesh
200106,196.906,Arunachal Praesh
200107,221.175,Arunachal Praesh
200108,230.623,Arunachal Praesh
200109,187.753,Arunachal Praesh
200110,178.04,Arunachal Praesh
200111,167.057,Arunachal Praesh
200112,182.78,Arunachal Praesh
200113,2272.684,Arunachal Praesh
200201,186.602,Arunachal Praesh
200202,163.832,Arunachal Praesh
200203,176.506,Arunachal Praesh
200204,167.726,Arunachal Praesh
200205,177.956,Arunachal Praesh
200206,199.152,Arunachal Praesh
200207,228.346,Arunachal Praesh
200208,225.562,Arunachal Praesh
200209,201.171,Arunachal Praesh
200210,187.652,Arunachal Praesh
200211,178.51,Arunachal Praesh
200212,195.02,Arunachal Praesh
200213,2288.073,Arunachal Praesh
200301,207.326,Arunachal Praesh
200302,180.384,Arunachal Praesh
200303,179.74,Arunachal Praesh
200304,165.635,Arunachal Praesh
200305,176.387,Arunachal Praesh
200306,193.6,Arunachal Praesh
200307,223.856,Arunachal Praesh
200308,230.083,Arunachal Praesh
200309,195.555,Arunachal Praesh
200310,185.535,Arunachal Praesh
200311,181.338,Arunachal Praesh
200312,199.731,Arunachal Praesh
200313,2319.234,Arunachal Praesh
200401,208.041,Arunachal Praesh
200402,186.364,Arunachal Praesh
200403,178.662,Arunachal Praesh
200404,167.661,Arunachal Praesh
200405,189.647,Arunachal Praesh
200406,201.553,Arunachal Praesh
200407,223.546,Arunachal Praesh
200408,219.452,Arunachal Praesh
200409,200.057,Arunachal Praesh
200410,186.825,Arunachal Praesh
200411,183.607,Arunachal Praesh
200412,204.962,Arunachal Praesh
200413,2350.386,Arunachal Praesh
200501,207.168,Arunachal Praesh
200502,178.449,Arunachal Praesh
200503,188.68,Arunachal Praesh
200504,168.484,Arunachal Praesh
200505,181.312,Arunachal Praesh
200506,213.461,Arunachal Praesh
200507,238.11,Arunachal Praesh
200508,242.093,Arunachal Praesh
200509,211.759,Arunachal Praesh
200510,193.713,Arunachal Praesh
200511,182.873,Arunachal Praesh
200512,209.425,Arunachal Praesh
200513,2415.605,Arunachal Praesh
200601,189.627,Arunachal Praesh
200602,178.207,Arunachal Praesh
200603,183.53,Arunachal Praesh
200604,166.094,Arunachal Praesh
200605,185.373,Arunachal Praesh
200606,206.259,Arunachal Praesh
200607,238.782,Arunachal Praesh
200608,240.607,Arunachal Praesh
200609,195.223,Arunachal Praesh
200610,193.312,Arunachal Praesh
200611,183.154,Arunachal Praesh
200612,198.154,Arunachal Praesh
200613,2358.357,Arunachal Praesh
200701,204.701,Arunachal Praesh
200702,190.851,Arunachal Praesh
200703,183.523,Arunachal Praesh
200704,173.742,Arunachal Praesh
200705,186.83,Arunachal Praesh
200706,210.487,Arunachal Praesh
200707,230.533,Arunachal Praesh
200708,247.995,Arunachal Praesh
200709,209.401,Arunachal Praesh
200710,197.103,Arunachal Praesh
200711,184.587,Arunachal Praesh
